id;title;path
3D2822A4;"第二十章 一次函数";"/沪教版/八年级下/第二十章 一次函数"
3D3D8DB5;"第1节 圆的基本性质";"/沪教版/九年级下/第二十七章 圆与正多边形/第1节 圆的基本性质"
3D466747;Q1：生活中的平移现象;"/浙教新版/七年级下/第1章 平行线/1.5 图形的平移/Q1：生活中的平移现象"
3D709E39;"3.1-2 图形的平移(2)";"/北师大版/八年级下/第3章 图形的平移与旋转/3.1 图形的平移/3.1-2 图形的平移(2)"
3D749B8A;"1.1-1 正切";"/北师大版/九年级下/第1章 直角三角形的边角关系/1.1 锐角三角函数/1.1-1 正切"
3D8987E4;"2.1 认识无理数";"/北师大版/八年级上/第2章 实数/2.1 认识无理数"
3D9ED627;"9.2 一元一次不等式";"/人教新版/七年级下/第9章 不等式与不等式组/9.2 一元一次不等式"
3DF5AE3B;"6.2-2 角";"/苏科新版/七年级上/第6章 平面图形的认识(一)/6.2 角/6.2-2 角"
3E1A2CD7;"第1节 整式的概念";"/沪教版/七年级上/第九章 整式/第1节 整式的概念"
3E21C394;"1.1 二次函数";"/浙教新版/九年级上/第1章 二次函数/1.1 二次函数"
3E26BA6D;"第7章 平面直角坐标系";"/人教新版/七年级下/第7章 平面直角坐标系"
3E4841F7;"第二十四章 相似三角形";"/沪教版/九年级上/第二十四章 相似三角形"
3E491EF0;九年级下;/沪教版/九年级下
3E52DC27;"18.2.3-1 正方形的性质";"/人教新版/八年级下/第18章 平行四边形/18.2 特殊的平行四边形/18.2.3 正方形/18.2.3-1 正方形的性质"
3E748228;"5.2.1 平行线";"/人教新版/七年级下/第5章 相交线与平行线/5.2 平行线及其判定/5.2.1 平行线"
3E7E95CB;"11.2 立方根";"/北京课改新版/八年级上/第11章 实数和二次根式/11.2 立方根"
3E961D2A;"4.4 扇形的面积";"/沪教版/六年级上/第四章 圆和扇形/第2节 圆和扇形的面积/4.4 扇形的面积"
3EA3771A;"4.3-1 实数";"/苏科新版/八年级上/第4章 实数/4.3 实数/4.3-1 实数"
3EAC4386;"第1节 一元二次方程的概念";"/沪教版/八年级上/第十七章 一元二次方程/第1节 一元二次方程的概念"
3EF056FF;"12.9 逆命题、逆定理";"/北京课改新版/八年级上/第12章 三角形/12.9 逆命题、逆定理"
3F034033;J7：平行线;"/浙教新版/七年级下/第1章 平行线/1.1 平行线/J7：平行线"
3F03C33F;八年级上;/北京课改新版/八年级上
3F1D0880;"3.3 一元一次不等式";"/浙教新版/八年级上/第3章 一元一次不等式/3.3 一元一次不等式"
3F237F36;"1.1 等腰三角形";"/北师大版/八年级下/第1章 三角形的证明/1.1 等腰三角形"
3F5F2BBA;"9.1.2 不等式的性质";"/人教新版/七年级下/第9章 不等式与不等式组/9.1 不等式/9.1.2 不等式的性质"
3F730A15;"5.1 分式";"/浙教新版/七年级下/第5章 分式/5.1 分式"
3F7841F2;MM：正多边形和圆;"/浙教新版/九年级上/第3章 圆的基本性质/3.7 正多边形/MM：正多边形和圆"
3FA5DF1E;"11.3 多边形及其内角和";"/人教新版/八年级上/第11章 三角形/11.3 多边形及其内角和"
3FB53907;"第12章 二次根式";"/苏科新版/八年级下/第12章 二次根式"
3FC9EB2A;"15.1 分式";"/人教新版/八年级上/第15章 分式/15.1 分式"
400777AF;"5.7 用二元一次方程组确定一次函数表达式";"/北师大版/八年级上/第5章 二元一次方程组/5.7 用二元一次方程组确定一次函数表达式"
403846E7;"6.3 扇形统计图";"/浙教新版/七年级下/第6章 数据与统计图表/6.3 扇形统计图"
40779A0B;"7.6-3 用锐角三角函数解决问题";"/苏科新版/九年级下/第7章 锐角三角函数/7.6 用锐角三角函数解决问题/7.6-3 用锐角三角函数解决问题"
408D7636;"1.1 一元二次方程";"/苏科新版/九年级上/第1章 一元二次方程/1.1 一元二次方程"
40F737DA;R5：中心对称图形;"/浙教新版/八年级下/第4章 平行四边形/4.3 中心对称/R5：中心对称图形"
410C9B51;"6.9 二元一次方程组及其解法";"/沪教版/六年级下/第六章 一次方程（组）和一次不等式（组）/第4节 一次方程组/6.9 二元一次方程组及其解法"
4151E45B;"5.1 物体位置的确定";"/苏科新版/八年级上/第5章 平面直角坐标系/5.1 物体位置的确定"
4160CDC8;TA：解直角三角形的应用-仰角俯角问题;"/浙教新版/九年级下/第1章 解直角三角形/1.3 解直角三角形/TA：解直角三角形的应用-仰角俯角问题"
4169F02B;"1.4-1 用一元二次方程解决问题";"/苏科新版/九年级上/第1章 一元二次方程/1.4 用一元二次方程解决问题/1.4-1 用一元二次方程解决问题"
4171679C;"13.3 等腰三角形";"/人教新版/八年级上/第13章 轴对称/13.3 等腰三角形"
4185CE4A;"1.5 有理数的乘方";"/人教新版/七年级上/第1章 有理数/1.5 有理数的乘方"
41995188;"第2节 线段的垂直平分线与角的平分线";"/沪教版/八年级上/第十九章 几何证明/第2节 线段的垂直平分线与角的平分线"
41C9DA02;"2.6 分数的除法";"/沪教版/六年级上/第二章 分数/第2节 分数的运算/2.6 分数的除法"
41CA5B29;"2.2-3 函数y=a(x-h)²+k";"/北师大版/九年级下/第2章 二次函数/2.2 二次函数的图象与性质/2.2-3 函数y=a(x-h)²+k"
42260D0C;"6.7-1 用相似三角形解决问题";"/苏科新版/九年级下/第6章 图形的相似/6.7 用相似三角形解决问题/6.7-1 用相似三角形解决问题"
42635F93;"6.5 角与角的度量";"/浙教新版/七年级上/第6章 图形的初步知识/6.5 角与角的度量"
42645B37;"16.1 一元二次方程";"/北京课改新版/八年级下/第16章 一元二次方程/16.1 一元二次方程"
426E64FC;"拓展 求三个整数的最小公倍数";"/沪教版/六年级上/第一章 数的整除/拓展 求三个整数的最小公倍数"
4289DA41;北京课改新版;/北京课改新版
42B5E477;"11.3.1 多边形";"/人教新版/八年级上/第11章 三角形/11.3 多边形及其内角和/11.3.1 多边形"
42EC128E;IR：角的大小比较;"/浙教新版/七年级上/第6章 图形的初步知识/6.6 角的大小比较/IR：角的大小比较"
42F522F7;"1.3 截一个几何体";"/北师大版/七年级上/第1章 丰富的图形世界/1.3 截一个几何体"
42FB91EB;"2.2-3 化简求值";"/人教新版/七年级上/第2章 整式的加减/2.2 整式的加减/2.2-3 化简求值"
42FEF25D;"24.2 基本几何体的三视图";"/北京课改新版/九年级下/第24章 投影、视图与展开图/24.2 基本几何体的三视图"
43068000;"4.3 圆的面积";"/沪教版/六年级上/第四章 圆和扇形/第2节 圆和扇形的面积/4.3 圆的面积"
430FBF33;"4.3.3 余角和补角";"/人教新版/七年级上/第4章 几何图形初步/4.3 角/4.3.3 余角和补角"
4319432F;"第1节 一次函数的概念";"/沪教版/八年级下/第二十章 一次函数/第1节 一次函数的概念"
433E04AF;"4.1.2 点、线、面、体";"/人教新版/七年级上/第4章 几何图形初步/4.1 几何图形/4.1.2 点、线、面、体"
4352113F;"11.4-1 无理数与实数(1)";"/北京课改新版/八年级上/第11章 实数和二次根式/11.4 无理数与实数/11.4-1 无理数与实数(1)"
43C1610A;65：分式的基本性质;"/浙教新版/七年级下/第5章 分式/5.2 分式的基本性质/65：分式的基本性质"
43C45330;"9.5-1 多项式的因式分解";"/苏科新版/七年级下/第9章 整式乘法与因式分解/9.5 多项式的因式分解/9.5-1 多项式的因式分解"
43D76059;HE：二次函数的应用;"/浙教新版/九年级上/第1章 二次函数/1.4 二次函数的应用/HE：二次函数的应用"
43F14051;"16.2-2 一元二次方程的解法(2)";"/北京课改新版/八年级下/第16章 一元二次方程/16.2 一元二次方程的解法/16.2-2 一元二次方程的解法(2)"
43F24ABD;"4.1-4 三角形的高";"/北师大版/七年级下/第4章 三角形/4.1 认识三角形/4.1-4 三角形的高"
4428CEF8;J6：同位角、内错角、同旁内角;"/浙教新版/七年级下/第1章 平行线/1.2 同位角、内错角、同旁内角/J6：同位角、内错角、同旁内角"
44467A72;6C：分式的混合运算;"/浙教新版/七年级下/第5章 分式/5.4 分式的加减/6C：分式的混合运算"
44A62A7F;"12.5-4 全等三角形的判定(4)";"/北京课改新版/八年级上/第12章 三角形/12.5 全等三角形的判定/12.5-4 全等三角形的判定(4)"
44D198C7;"20.1-1 锐角三角函数(1)";"/北京课改新版/九年级上/第20章 解直角三角形/20.1 锐角三角函数/20.1-1 锐角三角函数(1)"
44E26BFA;"1.2-4 一元二次方程的解法";"/苏科新版/九年级上/第1章 一元二次方程/1.2 一元二次方程的解法/1.2-4 一元二次方程的解法"
44EEA59C;"4.6 反证法";"/浙教新版/八年级下/第4章 平行四边形/4.6 反证法"
44EF082C;"第2章 整式的加减";"/人教新版/七年级上/第2章 整式的加减"
450784EC;"10.2-1 分式的基本性质";"/苏科新版/八年级下/第10章 分式/10.2 分式的基本性质/10.2-1 分式的基本性质"
453773D8;"6.4-3 探索三角形相似的条件";"/苏科新版/九年级下/第6章 图形的相似/6.4 探索三角形相似的条件/6.4-3 探索三角形相似的条件"
453C6FE5;"2.1 图形的轴对称";"/浙教新版/八年级上/第2章 特殊三角形/2.1 图形的轴对称"
4548222D;"8.3 同底数幂的除法";"/苏科新版/七年级下/第8章 幂的运算/8.3 同底数幂的除法"
45883F64;"18.2.3-2 正方形的判定";"/人教新版/八年级下/第18章 平行四边形/18.2 特殊的平行四边形/18.2.3 正方形/18.2.3-2 正方形的判定"
458BCE80;"19.1.2 函数的图像";"/人教新版/八年级下/第19章 一次函数/19.1 函数/19.1.2 函数的图像"
4598538B;"7.2-1 定义与命题(1)";"/北师大版/八年级上/第7章 平行线的证明/7.2 定义与命题/7.2-1 定义与命题(1)"
459C10DA;"6.7 一元一次不等式组";"/沪教版/六年级下/第六章 一次方程（组）和一次不等式（组）/第3节 一元一次不等式（组）/6.7 一元一次不等式组"
45B967ED;"第1节 二次函数的概念";"/沪教版/九年级上/第二十六章 二次函数/第1节 二次函数的概念"
46196966;47：幂的乘方与积的乘方;"/浙教新版/七年级下/第3章 整式的乘除/3.1 同底数幂的乘法/47：幂的乘方与积的乘方"
4631726C;"5.3.1 平行线的性质";"/人教新版/七年级下/第5章 相交线与平行线/5.3 平行线的性质/5.3.1 平行线的性质"
466D61A7;H3：二次函数的性质;"/浙教新版/九年级上/第1章 二次函数/1.3 二次函数的性质/H3：二次函数的性质"
46D45008;"5.2-2 二次函数的图像和性质";"/苏科新版/九年级下/第5章 二次函数/5.2 二次函数的图像和性质/5.2-2 二次函数的图像和性质"
46DAE52A;G3：反比例函数图象的对称性;"/浙教新版/八年级下/第6章 反比例函数/6.2 反比例函数的图象和性质/G3：反比例函数图象的对称性"
46E9D4D9;"6.5 相似三角形的性质";"/苏科新版/九年级下/第6章 图形的相似/6.5 相似三角形的性质"
46FDDC19;"7.1-2 探索直线平行的条件";"/苏科新版/七年级下/第7章 平面图形的认识(二)/7.1 探索直线平行的条件/7.1-2 探索直线平行的条件"
4721FC5B;"第七章 线段与角的画法";"/沪教版/六年级下/第七章 线段与角的画法"
47451818;"3.1-2 用树状图或表格求概率(2)";"/北师大版/九年级上/第3章 概率的进一步认识/3.1 用树状图或表格求概率/3.1-2 用树状图或表格求概率(2)"
4762AEA0;八年级上;/北师大版/八年级上
47749F48;"14.3-1 函数图象的画法(1)";"/北京课改新版/八年级下/第14章 一次函数/14.3 函数图象的画法/14.3-1 函数图象的画法(1)"
477E3179;"6.6 一次函数、一元一次方程和一元一次不等式";"/苏科新版/八年级上/第6章 一次函数/6.6 一次函数、一元一次方程和一元一次不等式"
4783E7B3;"第3章 代数式";"/苏科新版/七年级上/第3章 代数式"
479A0780;"6.5 频数直方图";"/浙教新版/七年级下/第6章 数据与统计图表/6.5 频数直方图"
47B74F05;"1.4 用一元二次方程解决问题";"/苏科新版/九年级上/第1章 一元二次方程/1.4 用一元二次方程解决问题"
47BA9874;"5.3 一次函数";"/浙教新版/八年级上/第5章 一次函数/5.3 一次函数"
47D6DAEE;"16.3 列方程解应用问题";"/北京课改新版/八年级下/第16章 一元二次方程/16.3 列方程解应用问题"
47EE8D4C;"3.3 由三视图描述几何体";"/浙教新版/九年级下/第3章 三视图与表面展开图/3.3 由三视图描述几何体"
47FE261A;H6：二次函数图象与几何变换;"/浙教新版/九年级上/第1章 二次函数/1.2 二次函数的图象/H6：二次函数图象与几何变换"
4802AAC6;"21.3 圆的对称性";"/北京课改新版/九年级上/第21章 圆（上）/21.3 圆的对称性"
4804F3A9;八年级下;/北京课改新版/八年级下
4814D5C6;"19.6 轨迹";"/沪教版/八年级上/第十九章 几何证明/第2节 线段的垂直平分线与角的平分线/19.6 轨迹"
4828141D;"第4章 几何图形初步";"/人教新版/七年级上/第4章 几何图形初步"
4865FE94;X4：概率公式;"/浙教新版/九年级上/第2章 简单事件的概率/2.2 简单事件的概率/X4：概率公式"
4872ECD9;64：分式的值;"/浙教新版/七年级下/第5章 分式/5.1 分式/64：分式的值"
4874D61F;HB：图象法求一元二次方程的近似根;"/浙教新版/九年级上/第1章 二次函数/1.4 二次函数的应用/HB：图象法求一元二次方程的近似根"
4876413B;S6：相似多边形的性质;"/浙教新版/九年级上/第4章 相似三角形/4.6 相似多边形/S6：相似多边形的性质"
48849B6D;"第3章 位置与坐标";"/北师大版/八年级上/第3章 位置与坐标"
48867E24;"2.7-1 二次根式(1)";"/北师大版/八年级上/第2章 实数/2.7 二次根式/2.7-1 二次根式(1)"
48C5C7FB;C4：在数轴上表示不等式的解集;"/浙教新版/八年级上/第3章 一元一次不等式/3.1 认识不等式/C4：在数轴上表示不等式的解集"
48D8E25A;"6.1 感受可能性";"/北师大版/七年级下/第6章 概率初步/6.1 感受可能性"
48F8C81D;"1.3.1-2 加法运算律";"/人教新版/七年级上/第1章 有理数/1.3 有理数的加减法/1.3.1 有理数的加法/1.3.1-2 加法运算律"
49217533;E5：函数值;"/浙教新版/八年级上/第5章 一次函数/5.2 函数/E5：函数值"
492338A0;"第3章 整式及其加减";"/北师大版/七年级上/第3章 整式及其加减"
493181DE;"3.6 直线与圆的位置关系";"/北师大版/九年级下/第3章 圆/3.6 直线与圆的位置关系"
49921E59;73：二次根式的性质与化简;"/浙教新版/八年级下/第1章 二次根式/1.2 二次根式的性质/73：二次根式的性质与化简"
499DD7F7;V7：频数（率）分布表;"/浙教新版/七年级下/第6章 数据与统计图表/6.5 频数直方图/V7：频数（率）分布表"
49B8E027;"阅读材料 用向量方法证明几何问题";"/沪教版/八年级下/第二十二章 四边形/阅读材料 用向量方法证明几何问题"
49C66F3F;"9.2 单项式乘多项式";"/苏科新版/七年级下/第9章 整式乘法与因式分解/9.2 单项式乘多项式"
49DEDD06;"2.2 与圆有关的角";"/沪教版/九年级下/第二章 直线和圆/第2节 与圆有关的角和比例线段/2.2 与圆有关的角"
49EDA6FC;"5.2 分式的基本性质";"/浙教新版/七年级下/第5章 分式/5.2 分式的基本性质"
49FA09E9;"10.4 分式的加减法";"/北京课改新版/八年级上/第10章 分式/10.4 分式的加减法"
4A03AF7F;83：等式的性质;"/浙教新版/七年级上/第5章 一元一次方程/5.2 等式的基本性质/83：等式的性质"
4A36A608;"3.2-1 合并同类项";"/人教新版/七年级上/第3章 一元一次方程/3.2 解一元一次方程（一）——移项与合并/3.2-1 合并同类项"
4A44ABCF;A9：换元法解一元二次方程;"/浙教新版/八年级下/第2章 一元二次方程/2.2 一元二次方程的解法/A9：换元法解一元二次方程"
4A6FA1B4;48：同底数幂的除法;"/浙教新版/七年级下/第3章 整式的乘除/3.6 同底数幂的除法/48：同底数幂的除法"
4A95D403;"12.11 勾股定理";"/北京课改新版/八年级上/第12章 三角形/12.11 勾股定理"
4A9ED4F9;"第2章 有理数";"/苏科新版/七年级上/第2章 有理数"
4AA44DBE;E3：函数关系式;"/浙教新版/八年级上/第5章 一次函数/5.2 函数/E3：函数关系式"
4AA4876A;"第1章 二次函数";"/浙教新版/九年级上/第1章 二次函数"
4ABF4149;IK：角的计算;"/浙教新版/七年级上/第6章 图形的初步知识/6.7 角的和差/IK：角的计算"
4AC55BA0;"18.2 特殊的平行四边形";"/人教新版/八年级下/第18章 平行四边形/18.2 特殊的平行四边形"
4AC9BA26;"2.1 认识一元二次方程";"/北师大版/九年级上/第2章 一元二次方程/2.1 认识一元二次方程"
4ADCFE1C;"5.2 数轴";"/沪教版/六年级下/第五章 有理数/第1节 有理数/5.2 数轴"
4AE23748;"第1节 多边形";"/沪教版/八年级下/第二十二章 四边形/第1节 多边形"
4B25C996;"1.6-1 完全平方公式(1)";"/北师大版/七年级下/第1章 整式的乘除/1.6 完全平方公式/1.6-1 完全平方公式(1)"
4B38726F;"15.5 三角形中位线定理";"/北京课改新版/八年级下/第15章 四边形/15.5 三角形中位线定理"
4B5B5117;"7.1  普查与抽样调查";"/苏科新版/八年级下/第7章 数据的收集、整理、描述/7.1  普查与抽样调查"
4B97785E;"第3章 数据的集中趋势和离散程度";"/苏科新版/九年级上/第3章 数据的集中趋势和离散程度"
4B9E018B;"第二十三章 概率初步";"/沪教版/八年级下/第二十三章 概率初步"
4BA286AC;"16.2-2 二次根式的除法";"/人教新版/八年级下/第16章 二次根式/16.2 二次根式的乘除/16.2-2 二次根式的除法"
4BAB7B8C;"第十三章 相交线 平行线";"/沪教版/七年级下/第十三章 相交线 平行线"
4BE6E4EB;"11.6 一元一次不等式组";"/苏科新版/七年级下/第11章 一元一次不等式/11.6 一元一次不等式组"
4BF260F6;4F：平方差公式;"/浙教新版/七年级下/第3章 整式的乘除/3.4 乘法公式/4F：平方差公式"
4C0D61F4;"2.8 有理数的混合运算";"/苏科新版/七年级上/第2章 有理数/2.8 有理数的混合运算"
4C1DB4B2;"3.2 单项式的乘法";"/浙教新版/七年级下/第3章 整式的乘除/3.2 单项式的乘法"
4CA4DC68;"4.2 提取公因式法";"/浙教新版/七年级下/第4章 因式分解/4.2 提取公因式法"
4CCC6550;"13.1 轴对称";"/人教新版/八年级上/第13章 轴对称/13.1 轴对称"
4CEAB672;"12.3 角的平分线的性质";"/人教新版/八年级上/第12章 全等三角形/12.3 角的平分线的性质"
4CF6D2D7;"5.4 一元一次方程的应用";"/浙教新版/七年级上/第5章 一元一次方程/5.4 一元一次方程的应用"
4D12F6DC;Q3：坐标与图形变化-平移;"/浙教新版/八年级上/第4章 图形与坐标/4.3 坐标平面内图形的轴对称和平移/Q3：坐标与图形变化-平移"
4D4F083B;"探究活动（二） 将一个分数拆为几个不同的单位分数之和";"/沪教版/六年级上/第二章 分数/探究活动（二） 将一个分数拆为几个不同的单位分数之和"
4D541A35;"探究活动 公路隧道设计的可行性分析";"/沪教版/九年级下/第一章 一元二次方程与二次函数/探究活动 公路隧道设计的可行性分析"
4D6BBB8F;V6：频数与频率;"/浙教新版/七年级下/第6章 数据与统计图表/6.4 频数与频率/V6：频数与频率"
4DA311DB;"2.3 设计轴对称图案";"/苏科新版/八年级上/第2章 轴对称图形/2.3 设计轴对称图案"
4DC049E1;"6.3-1 整式的乘法(1)";"/北京课改新版/七年级下/第6章 整式的运算/6.3 整式的乘法/6.3-1 整式的乘法(1)"
4DC54D3B;"2.4-2 有理数的加法(2)";"/北师大版/七年级上/第2章 有理数及其运算/2.4 有理数的加法/2.4-2 有理数的加法(2)"
4E041CEC;"9.3-2 平行四边形";"/苏科新版/八年级下/第9章 中心对称图形——平行四边形/9.3 平形四边形/9.3-2 平行四边形"
4E4BED7F;"28.4 表示一组数据波动程度的量";"/沪教版/九年级下/第二十八章 统计初步/第2节 基本的统计量/28.4 表示一组数据波动程度的量"
4E504DE8;"7.2 画线段的和、差、倍";"/沪教版/六年级下/第七章 线段与角的画法/第1节 线段的相等与和、差、倍/7.2 画线段的和、差、倍"
4E60E331;"1.5 平方差公式";"/北师大版/七年级下/第1章 整式的乘除/1.5 平方差公式"
4E7FAA6D;"第14章 一次函数";"/北京课改新版/八年级下/第14章 一次函数"
4E821CD3;"第2节 直线与圆、圆与圆的位置关系";"/沪教版/九年级下/第二十七章 圆与正多边形/第2节 直线与圆、圆与圆的位置关系"
4E8A3B25;"2.5-2 二次函数与一元二次方程(2)";"/北师大版/九年级下/第2章 二次函数/2.5 二次函数与一元二次方程/2.5-2 二次函数与一元二次方程(2)"
4EAC6028;"6.9 直线的相交";"/浙教新版/七年级上/第6章 图形的初步知识/6.9 直线的相交"
4EBA167B;"3.3 中心对称";"/北师大版/八年级下/第3章 图形的平移与旋转/3.3 中心对称"
4EEBD594;"4.4-3 一次函数与实际生活";"/北师大版/八年级上/第4章 一次函数/4.4 一次函数的应用/4.4-3 一次函数与实际生活"
4F185D64;"2.3-2 确定二次函数的表达式(2)";"/北师大版/九年级下/第2章 二次函数/2.3 确定二次函数的表达式/2.3-2 确定二次函数的表达式(2)"
4F196936;"探究活动 最少需要切几刀";"/沪教版/六年级上/第四章 圆和扇形/探究活动 最少需要切几刀"
4F30C0D7;"28.1 数据整理与表示";"/沪教版/九年级下/第二十八章 统计初步/第1节 统计的意义/28.1 数据整理与表示"
4F313BB3;"第1节 比和比例";"/沪教版/六年级上/第三章 比和比例/第1节 比和比例"
4F618E6B;"4.8-1 图形的位似(1)";"/北师大版/九年级上/第4章 图形的相似/4.8 图形的位似/4.8-1 图形的位似(1)"
4F758FFA;"2.8 圆锥的侧面积";"/苏科新版/九年级上/第2章 对称图形——圆/2.8 圆锥的侧面积"
4F7C23AF;"6.3 相似图形";"/苏科新版/九年级下/第6章 图形的相似/6.3 相似图形"
4F9F1ADC;"第4章 图形与坐标";"/浙教新版/八年级上/第4章 图形与坐标"
4FB92ED7;"4.4-1 探索三角形相似的条件(1)";"/北师大版/九年级上/第4章 图形的相似/4.4 探索三角形相似的条件/4.4-1 探索三角形相似的条件(1)"
4FBE6C76;"18.4 相似多边形";"/北京课改新版/九年级上/第18章 相似形/18.4 相似多边形"
4FC9CAB3;"19.1 二次函数";"/北京课改新版/九年级上/第19章 二次函数和反比例函数/19.1 二次函数"
4FDC5FC9;R8：作图-旋转变换;"/浙教新版/九年级上/第3章 圆的基本性质/3.2 图形的旋转/R8：作图-旋转变换"
502011C9;"28.2.2-1 解直角三角形的应用(1)";"/人教新版/九年级下/第28章 锐角三角函数/28.2 解直角三角形及其应用/28.2.2 应用举例/28.2.2-1 解直角三角形的应用(1)"
50456F12;29：实数与数轴;"/浙教新版/七年级上/第3章 实数/3.2 实数/29：实数与数轴"
5046253D;C5：一元一次不等式的定义;"/浙教新版/八年级上/第3章 一元一次不等式/3.3 一元一次不等式/C5：一元一次不等式的定义"
508EDBD7;"第13章 轴对称";"/人教新版/八年级上/第13章 轴对称"
509A0F25;IX：计算器-角的换算;"/浙教新版/七年级上/第6章 图形的初步知识/6.5 角与角的度量/IX：计算器-角的换算"
50B7E560;"2.7-3 二次根式(3)";"/北师大版/八年级上/第2章 实数/2.7 二次根式/2.7-3 二次根式(3)"
50BAAC1E;4B：多项式乘多项式;"/浙教新版/七年级下/第3章 整式的乘除/3.3 多项式的乘法/4B：多项式乘多项式"
50DB8FDF;"17.2 一元二次方程的解法";"/沪教版/八年级上/第十七章 一元二次方程/第2节 一元二次方程的解法/17.2 一元二次方程的解法"
50E66E07;"3.4 整式的加减";"/北师大版/七年级上/第3章 整式及其加减/3.4 整式的加减"
50FD8576;"1.4.1-1 有理数的乘法";"/人教新版/七年级上/第1章 有理数/1.4 有理数的乘除法/1.4.1 有理数的乘法/1.4.1-1 有理数的乘法"
512FEADD;21：平方根;"/浙教新版/七年级上/第3章 实数/3.1 平方根/21：平方根"
514F24A7;"第3章 变量之间的关系";"/北师大版/七年级下/第3章 变量之间的关系"
51535276;U6：中心投影;"/浙教新版/九年级下/第3章 三视图与表面展开图/3.1 投影/U6：中心投影"
5154C3DC;"20.3 一次函数的性质";"/沪教版/八年级下/第二十章 一次函数/第2节 一次函数的图像与性质/20.3 一次函数的性质"
515F4C54;"第2章 二次函数";"/北师大版/九年级下/第2章 二次函数"
5163246B;"4.3-4 用一元一次方程解决问题";"/苏科新版/七年级上/第4章 一元一次方程/4.3 用一元一次方程解决问题/4.3-4 用一元一次方程解决问题"
5166E3E9;"5.3-2 简单的轴对称图形(2)";"/北师大版/七年级下/第5章 生活中的轴对称/5.3 简单的轴对称图形/5.3-2 简单的轴对称图形(2)"
51A4A47F;"第2节 解直角三角形";"/沪教版/九年级上/第二十五章 锐角的三角比/第2节 解直角三角形"
51BBBA7A;O3：反证法;"/浙教新版/八年级下/第4章 平行四边形/4.6 反证法/O3：反证法"
51D3620C;"15.3-1 平行四边形的性质与判定(1)";"/北京课改新版/八年级下/第15章 四边形/15.3 平行四边形的性质与判定/15.3-1 平行四边形的性质与判定(1)"
51DE0598;"25.2 求锐角的三角比的值";"/沪教版/九年级上/第二十五章 锐角的三角比/第1节 锐角的三角比/25.2 求锐角的三角比的值"
51EA22F9;"7.5 解直角三角形";"/苏科新版/九年级下/第7章 锐角三角函数/7.5 解直角三角形"
51EFE521;"5.2.2 平行线的判定";"/人教新版/七年级下/第5章 相交线与平行线/5.2 平行线及其判定/5.2.2 平行线的判定"
5223374D;AC：由实际问题抽象出一元二次方程;"/浙教新版/八年级下/第2章 一元二次方程/2.3 一元二次方程的应用/AC：由实际问题抽象出一元二次方程"
522A49D0;"4.3-3 用一元一次方程解决问题";"/苏科新版/七年级上/第4章 一元一次方程/4.3 用一元一次方程解决问题/4.3-3 用一元一次方程解决问题"
522A816C;"3.3 方差和标准差";"/浙教新版/八年级下/第3章 数据分析初步/3.3 方差和标准差"
5237A1DD;"3.2 中位数与众数";"/苏科新版/九年级上/第3章 数据的集中趋势和离散程度/3.2 中位数与众数"
523B207B;S1：比例的性质;"/浙教新版/九年级上/第4章 相似三角形/4.1 比例线段/S1：比例的性质"
526646B7;"第4章 一元一次不等式和一元一次不等式组";"/北京课改新版/七年级下/第4章 一元一次不等式和一元一次不等式组"
526CABDE;"第五章 有理数";"/沪教版/六年级下/第五章 有理数"
526E8FF1;"3.4 合并同类项";"/苏科新版/七年级上/第3章 代数式/3.4 合并同类项"
52CCE8AA;"第20章 数据的分析";"/人教新版/八年级下/第20章 数据的分析"
534B6796;96：二元一次方程组的定义;"/浙教新版/七年级下/第2章 二元一次方程组/2.2 二元一次方程组/96：二元一次方程组的定义"
535E1F53;D1：点的坐标;"/浙教新版/八年级上/第4章 图形与坐标/4.2 平面直角坐标系/D1：点的坐标"
5377B11B;"12.2-4 二次根式的乘除";"/苏科新版/八年级下/第12章 二次根式/12.2 二次根式的乘除/12.2-4 二次根式的乘除"
5389CB47;"第十六章 二次根式";"/沪教版/八年级上/第十六章 二次根式"
53A38738;"6.3-1 等可能事件的概率(1)";"/北师大版/七年级下/第6章 概率初步/6.3 等可能事件的概率/6.3-1 等可能事件的概率(1)"
5437A728;"第13章 事件与可能性";"/北京课改新版/八年级上/第13章 事件与可能性"
5439476D;"21.2 二项方程";"/沪教版/八年级下/第二十一章 代数方程/第1节 整式方程/21.2 二项方程"
54396094;"第19章 一次函数";"/人教新版/八年级下/第19章 一次函数"
545A8FA8;T2：锐角三角函数的增减性;"/浙教新版/九年级下/第1章 解直角三角形/1.2 锐角三角函数的计算/T2：锐角三角函数的增减性"
54705FCC;"8.3-3 公式法(3)";"/北京课改新版/七年级下/第8章 因式分解/8.3 公式法/8.3-3 公式法(3)"
549A3881;"5.1.2 垂线";"/人教新版/七年级下/第5章 相交线与平行线/5.1 相交线/5.1.2 垂线"
54EB7251;"13.1 必然事件与随机事件";"/北京课改新版/八年级上/第13章 事件与可能性/13.1 必然事件与随机事件"
5551BEC9;N5：作图—代数计算作图;"/浙教新版/八年级上/第1章 三角形的初步知识/1.6 尺规作图/N5：作图—代数计算作图"
555DC0DA;"27.3-1 位似变换及图形缩放";"/人教新版/九年级下/第27章 相似/27.3 位似/27.3-1 位似变换及图形缩放"
55747FD2;"6.6 角的大小比较";"/浙教新版/七年级上/第6章 图形的初步知识/6.6 角的大小比较"
